職位,網址
資訊-大數據工程師(海外地區),https//www.104.com.tw/job/78cl0?jobsource=jolist_d_relevance
資深/招募訓練專員,https//www.104.com.tw/job/779x6?jobsource=jolist_d_relevance
【不動產經紀人員】(新竹市、竹北市)房仲業務/完善培訓計畫/多元學習管道培養個人發展,https//www.104.com.tw/job/6fapk?jobsource=jolist_d_relevance
網站文字編輯(動漫類)(媒體營運部),https//www.104.com.tw/job/7kvgw?jobsource=jolist_d_relevance
職業安全衛生管理員【新竹】,https//www.104.com.tw/job/6qtop?jobsource=jolist_d_relevance
博士後研究(研發替代役可),https//www.104.com.tw/job/6eopx?jobsource=jolist_d_relevance
ES - Data Scientist,https//www.104.com.tw/job/7r2bx?jobsource=jolist_d_relevance
晚上/假日專案電訪 歡迎{暑期工讀}{二度就業}{電訪新手}加入 (請主動來電) 團體說明會時間：5/31(三)19:00,https//www.104.com.tw/job/5p8fq?jobsource=jolist_d_relevance
Tableau和PowerBI 開發工程師-兼職,https//www.104.com.tw/job/7n0t7?jobsource=jolist_d_relevance
Program/Project manager _ Delta Research Center (Taipei),https//www.104.com.tw/job/7k5uk?jobsource=jolist_d_relevance
測試工程師,https//www.104.com.tw/job/4401q?jobsource=jolist_d_relevance
"Manager of Enterprise Solution Sales, Taiwan",https//www.104.com.tw/job/7fyoc?jobsource=jolist_d_relevance
MKT Freelance Writer (Native Spanish),https//www.104.com.tw/job/7g017?jobsource=jolist_d_relevance
資深後端工程師,https//www.104.com.tw/job/7zdn5?jobsource=jolist_d_relevance
ASP.NET資深軟體工程師(台北)2,https//www.104.com.tw/job/6p6nl?jobsource=jolist_d_relevance
BI開發工程師-長期實習生--台中,https//www.104.com.tw/job/800iq?jobsource=jolist_d_relevance
花蓮 按件計酬面訪問卷人員,https//www.104.com.tw/job/78rfi?jobsource=jolist_d_relevance
ASP.NET資深軟體工程師(台北),https//www.104.com.tw/job/33u6i?jobsource=jolist_d_relevance
資深數據工程師 Senior Data Engineer/Data Architect (Data Science & AI Team),https//www.104.com.tw/job/7yr1c?jobsource=jolist_d_relevance
軟體專案管理師【SGH008 戰略數據中心】屏東農科園區,https//www.104.com.tw/job/7b42e?jobsource=jolist_d_relevance
應用工程師(AI/影像處理/技術服務)【新竹】,https//www.104.com.tw/job/5vxaj?jobsource=jolist_d_relevance
【Sales】雲端銷售業務,https//www.104.com.tw/job/7hqy3?jobsource=jolist_d_relevance
人資主管(薪酬績效)【人資處】,https//www.104.com.tw/job/5a1v4?jobsource=jolist_d_relevance
Data Product Manager,https//www.104.com.tw/job/7yldl?jobsource=jolist_d_relevance
智慧建築-弱電規劃工程師,https//www.104.com.tw/job/7y07y?jobsource=jolist_d_relevance
資料分析師(Data Analyst),https//www.104.com.tw/job/7ibxq?jobsource=jolist_d_relevance
台南廠-MES自動化系統工程師,https//www.104.com.tw/job/7eo6y?jobsource=jolist_d_relevance
ASP.NET MVC 網頁程式設計師 屏東農科園區,https//www.104.com.tw/job/7p9zy?jobsource=jolist_d_relevance
【不動產經紀人員】(台北市全區)房屋仲介/完善培訓計畫/多元學習管道培養個人發展,https//www.104.com.tw/job/74bay?jobsource=jolist_d_relevance
.NET 網站程式設計師,https//www.104.com.tw/job/7aqni?jobsource=jolist_d_relevance
資深軟體研發工程師 (視覺檢測),https//www.104.com.tw/job/2ocip?jobsource=jolist_d_relevance
Ad Technology Manager,https//www.104.com.tw/job/7zp78?jobsource=jolist_d_relevance
【不動產經紀人員】(桃園市地區)房屋仲介/完善培訓計畫/多元學習管道培養個人發展,https//www.104.com.tw/job/7bivn?jobsource=jolist_d_relevance
專案經理--高雄，台中和台北,https//www.104.com.tw/job/7wwav?jobsource=jolist_d_relevance
產品經理 Product Manager,https//www.104.com.tw/job/6vla0?jobsource=jolist_d_relevance
『前12個月，每月5萬』歡迎轉職(美容/汽車/百貨/保險/直銷/代銷)-不動產仲介專才,https//www.104.com.tw/job/61j0s?jobsource=jolist_d_relevance
財務資深專員,https//www.104.com.tw/job/7yvj6?jobsource=jolist_d_relevance
CH-【Semiconductor| World Leading Company | ESG】Risk Management Manager,https//www.104.com.tw/job/7zu9h?jobsource=jolist_d_relevance
前端工程師,https//www.104.com.tw/job/7x6wi?jobsource=jolist_d_relevance
環工專案經理,https//www.104.com.tw/job/3q9mi?jobsource=jolist_d_relevance
系統企劃專案經理,https//www.104.com.tw/job/7ftf6?jobsource=jolist_d_relevance
RD20427 數據分析工程師,https//www.104.com.tw/job/6suzj?jobsource=jolist_d_relevance
電商數位媒體執行企劃(廣告優化師),https//www.104.com.tw/job/7ncls?jobsource=jolist_a_relevance
MIS工程師(IT),https//www.104.com.tw/job/762c2?jobsource=jolist_a_relevance
顧客關係管理行銷經理,https//www.104.com.tw/job/6x7vu?jobsource=jolist_a_relevance
【行動智慧事業處】Sales Director/Manager -- Business Development (Digital AD Solution),https//www.104.com.tw/job/7bdqw?jobsource=jolist_a_relevance
資安管理工程師/主管,https//www.104.com.tw/job/70urk?jobsource=jolist_a_relevance
【金易達科技股份有限公司】組裝工程師,https//www.104.com.tw/job/7fpva?jobsource=jolist_a_relevance
Business Intelligence Engineer,https//www.104.com.tw/job/7ygys?jobsource=jolist_a_relevance
MIS Engineer 網管/網路工程師 IT Network 【SGH003 戰略數據中心】台北內湖,https//www.104.com.tw/job/6etku?jobsource=jolist_a_relevance
業務助理（Sales Assistant）,https//www.104.com.tw/job/7umjl?jobsource=jolist_a_relevance
巨量資料分析工程師（自動化/安南區）,https//www.104.com.tw/job/76it9?jobsource=jolist_a_relevance
軟體大園_AI工程師/資深工程師/課級主管,https//www.104.com.tw/job/5z89k?jobsource=jolist_a_relevance
資安技術顧問(視訊/線上面談)-擴編職缺,https//www.104.com.tw/job/7idpv?jobsource=jolist_a_relevance
BeAGiver網站約聘行銷企劃(歡迎學生、高年級及中年婦女二度就業),https//www.104.com.tw/job/7nidf?jobsource=jolist_a_relevance
採購人員/助理【新竹】,https//www.104.com.tw/job/7znov?jobsource=jolist_a_relevance
工務行政助理(新莊/北投/大台北地區),https//www.104.com.tw/job/7xtuu?jobsource=jolist_a_relevance
照護服務平台管理護理師/主管,https//www.104.com.tw/job/7gvl4?jobsource=jolist_a_relevance
人資行政專員(招募/訓練),https//www.104.com.tw/job/7thdw?jobsource=jolist_a_relevance
機電/空調工程師,https//www.104.com.tw/job/7kn7i?jobsource=jolist_a_relevance
包裝品檢作業員/設備技術員,https//www.104.com.tw/job/7eiib?jobsource=jolist_a_relevance
產品管理師 / 經理,https//www.104.com.tw/job/7k3ie?jobsource=jolist_a_relevance
BC_資安分析工程師,https//www.104.com.tw/job/4c5ms?jobsource=jolist_d_relevance
軟體測試工程師,https//www.104.com.tw/job/7rdak?jobsource=jolist_d_relevance
軟體研發驗證類：Software Engineer (QA) (Ｃ++ is nice to have)(應屆畢業生可)(竹北),https//www.104.com.tw/job/7ieg4?jobsource=jolist_d_relevance
總經理特助,https//www.104.com.tw/job/7qb9f?jobsource=jolist_d_relevance
【不動產經紀人員】(桃園市地區)房仲業務/新鮮人大學畢無工作經驗首選,https//www.104.com.tw/job/56d33?jobsource=jolist_d_relevance
數位廣告AE儲備業務(台北內湖),https//www.104.com.tw/job/5p53i?jobsource=jolist_d_relevance
自動化測試工程師,https//www.104.com.tw/job/7k7hz?jobsource=jolist_d_relevance
【嵌入式設計服務電子研發部】電子高級/資深工程師,https//www.104.com.tw/job/6ir54?jobsource=jolist_d_relevance
Alteryx+BI--高級商業分析自動化顧問,https//www.104.com.tw/job/7y592?jobsource=jolist_d_relevance
AR Cloud Back-End 軟體工程師 【台北-AR Cloud】,https//www.104.com.tw/job/7wwyz?jobsource=jolist_d_relevance
行政總監｜專案經理 Corporate Coordinator / Project Manager,https//www.104.com.tw/job/7zriu?jobsource=jolist_d_relevance
網路行銷工讀生_台北(協助校版PO文，可遠端工作),https//www.104.com.tw/job/7zuhx?jobsource=jolist_d_relevance
【總公司】數位研發專員/高級專員,https//www.104.com.tw/job/7kq2k?jobsource=jolist_d_relevance
網頁前端工程師,https//www.104.com.tw/job/6o2pr?jobsource=jolist_d_relevance
系統測試工程師【新竹】,https//www.104.com.tw/job/6x6ha?jobsource=jolist_d_relevance
資深網頁行銷體驗設計師,https//www.104.com.tw/job/6w0e4?jobsource=jolist_d_relevance
T-【2023軟體技術人才招募】Java SD / PG_人才招募(工作地點：台中),https//www.104.com.tw/job/7hg7w?jobsource=jolist_d_relevance
PHP 或 Java後端工程師 (視訊/線上面談)-擴編職缺,https//www.104.com.tw/job/64v7o?jobsource=jolist_d_relevance
軟體工程師 (SI),https//www.104.com.tw/job/7xalm?jobsource=jolist_d_relevance
智慧製造業務 Sales Specialist,https//www.104.com.tw/job/7blns?jobsource=jolist_d_relevance
業務專員【新竹】,https//www.104.com.tw/job/6gyqm?jobsource=jolist_d_relevance
T-【2023軟體技術人才招募】.NET SD / PG_人才招募(工作地：台南),https//www.104.com.tw/job/737uf?jobsource=jolist_d_relevance
國內業務專員,https//www.104.com.tw/job/7az9y?jobsource=jolist_d_relevance
Business Analyst Intern | 商務分析實習生,https//www.104.com.tw/job/7vc3y?jobsource=jolist_d_relevance
[高雄] 中階/資深後端工程師 Mid/Senior Backend Engineer (Python/Django),https//www.104.com.tw/job/7ize1?jobsource=jolist_d_relevance
數據平台規劃人員,https//www.104.com.tw/job/7o6vq?jobsource=jolist_d_relevance
PLC樓宇自動化BA工程師,https//www.104.com.tw/job/7dhjb?jobsource=jolist_d_relevance
Python後端工程師 (視訊/線上面談),https//www.104.com.tw/job/7hvan?jobsource=jolist_d_relevance
ASP .Net 網路應用程式工程師,https//www.104.com.tw/job/2mroz?jobsource=jolist_d_relevance
D4000 智能應用系統開發工程師,https//www.104.com.tw/job/7qd6n?jobsource=jolist_d_relevance
軟體專案管理師/軟體專案經理,https//www.104.com.tw/job/7fxu7?jobsource=jolist_d_relevance
財務專員,https//www.104.com.tw/job/7qrgn?jobsource=jolist_d_relevance
Laravel 工程師【安穩僱用計畫2.0】,https//www.104.com.tw/job/7p9ep?jobsource=jolist_d_relevance
Technical Writer_Taipei,https//www.104.com.tw/job/7w9oo?jobsource=jolist_d_relevance
應用系統分析PM (Project Manager),https//www.104.com.tw/job/7np16?jobsource=jolist_d_relevance
SEO 優化 & 網站分析專案經理,https//www.104.com.tw/job/7dx7u?jobsource=jolist_d_relevance
【電子商務部】AI數據工程師,https//www.104.com.tw/job/7tuo6?jobsource=jolist_d_relevance
管理學院大數據科技及管理研究所誠徵專任助理教授(含)以上2名(公告至111.11.20截止),https//www.104.com.tw/job/7roqg?jobsource=jolist_d_relevance
業務經理 Sales Account Manager,https//www.104.com.tw/job/4p1i8?jobsource=jolist_d_relevance
【不動產經紀人員】(台南)房仲業務/轉職百萬年薪不是夢,https//www.104.com.tw/job/75jav?jobsource=jolist_d_relevance
Laravel 工程師【安穩僱用計畫2.0】,https//www.104.com.tw/job/7p9ep?jobsource=jolist_c_relevance
財務專員,https//www.104.com.tw/job/7qrgn?jobsource=jolist_c_relevance
Technical Writer_Taipei,https//www.104.com.tw/job/7w9oo?jobsource=jolist_c_relevance
軟體開發專案經理(PJM),https//www.104.com.tw/job/7qr0f?jobsource=jolist_c_relevance
應用系統分析PM (Project Manager),https//www.104.com.tw/job/7np16?jobsource=jolist_c_relevance
SEO 優化 & 網站分析專案經理,https//www.104.com.tw/job/7dx7u?jobsource=jolist_c_relevance
管理學院大數據科技及管理研究所誠徵專任助理教授(含)以上2名(公告至111.11.20截止),https//www.104.com.tw/job/7roqg?jobsource=jolist_c_relevance
業務經理 Sales Account Manager,https//www.104.com.tw/job/4p1i8?jobsource=jolist_c_relevance
"【電子商務】PHP 開發工程師 (台北,台中,可遠距上班)",https//www.104.com.tw/job/6vdew?jobsource=jolist_c_relevance
維運工程師(樹林O&M),https//www.104.com.tw/job/7fdg6?jobsource=jolist_c_relevance
【產品團隊】Node.js工程師_台北,https//www.104.com.tw/job/6vggz?jobsource=jolist_c_relevance
Unity插件工程師,https//www.104.com.tw/job/7uxyw?jobsource=jolist_c_relevance
數位廣告平台研發工程師,https//www.104.com.tw/job/7nhzs?jobsource=jolist_c_relevance
PLC與SCADA控制工程師,https//www.104.com.tw/job/5mp7q?jobsource=jolist_c_relevance
【不動產經紀人員】(高雄)房仲業務/轉職百萬年薪不是夢,https//www.104.com.tw/job/75jaj?jobsource=jolist_c_relevance
Linux 軟體工程師,https//www.104.com.tw/job/7vw9p?jobsource=jolist_c_relevance
【2023研發替代役】研發/製程工程師,https//www.104.com.tw/job/7f86j?jobsource=jolist_c_relevance
Senior Finance Specialist (JLPT N2),https//www.104.com.tw/job/7vxzs?jobsource=jolist_c_relevance
專案監督,https//www.104.com.tw/job/3obrb?jobsource=jolist_c_relevance
數位廣告優化師(台北松山),https//www.104.com.tw/job/7lwfr?jobsource=jolist_c_relevance
Android APP軟體設計工程師,https//www.104.com.tw/job/6yck2?jobsource=jolist_c_relevance
ETL軟體工程師,https//www.104.com.tw/job/758vi?jobsource=jolist_c_relevance
業務經理,https//www.104.com.tw/job/7v6t5?jobsource=jolist_c_relevance
中央監控專案系統設計資深工程師/副理,https//www.104.com.tw/job/7p0zs?jobsource=jolist_c_relevance
Sales Development Associate (Thai),https//www.104.com.tw/job/6ovh1?jobsource=jolist_c_relevance
(資深)前端工程師 (Sr.)Frontend Engineer_台北,https//www.104.com.tw/job/60fal?jobsource=jolist_c_relevance
【Mesh+】資深媒體企劃／Senior Media Planner,https//www.104.com.tw/job/7hxh5?jobsource=jolist_c_relevance
AI+BI產品方案 業務拓展經理-兼職或全職,https//www.104.com.tw/job/7nw48?jobsource=jolist_c_relevance
影音串流應用後端開發工程師【台北-無人機應用平台】,https//www.104.com.tw/job/7xr9z?jobsource=jolist_c_relevance
行政秘書,https//www.104.com.tw/job/7mm5h?jobsource=jolist_c_relevance
資深數位廣告優化師 Digital Advertising Analyst,https//www.104.com.tw/job/74zcl?jobsource=jolist_c_relevance
資深產品經理 (線上/視訊面談),https//www.104.com.tw/job/7wvgp?jobsource=jolist_c_relevance
控制與整合工程師,https//www.104.com.tw/job/7aj2u?jobsource=jolist_c_relevance
【研發替代役】股市投資研究專員,https//www.104.com.tw/job/7l76b?jobsource=jolist_c_relevance
IT工程師【新竹】,https//www.104.com.tw/job/6eric?jobsource=jolist_c_relevance
雲平台全端開發工程師,https//www.104.com.tw/job/7b9id?jobsource=jolist_c_relevance
櫃檯行政人員,https//www.104.com.tw/job/7lyvx?jobsource=jolist_c_relevance
數位廣告AE(台北內湖),https//www.104.com.tw/job/4dpho?jobsource=jolist_c_relevance
IT-SAP 資深導入顧問【SGH009 戰略數據中心】,https//www.104.com.tw/job/7bedv?jobsource=jolist_c_relevance
T503-業務代表(飛航),https//www.104.com.tw/job/7tot4?jobsource=jolist_c_relevance
台北市全區  按件計酬面訪問卷人員,https//www.104.com.tw/job/7954n?jobsource=jolist_d_relevance
平台產品經理*,https//www.104.com.tw/job/6lnvs?jobsource=jolist_d_relevance
維運工程師(楊梅或龍潭),https//www.104.com.tw/job/6sq9k?jobsource=jolist_d_relevance
Machine Learning Engineer_0077,https//www.104.com.tw/job/746ie?jobsource=jolist_d_relevance
[Data Sci] Scala Backend Engineer (Data Product),https//www.104.com.tw/job/7iizi?jobsource=jolist_d_relevance
獵才顧問(金融領域),https//www.104.com.tw/job/7ti39?jobsource=jolist_d_relevance
【不動產經紀人員】(高雄)房仲業務/完善培訓計畫/多元學習管道培養個人發展,https//www.104.com.tw/job/56d45?jobsource=jolist_d_relevance
2023企業菁英招募-AI智能科技文教業務/業務津貼五萬+獎金/台中營業處,https//www.104.com.tw/job/7rkjw?jobsource=jolist_d_relevance
"Software Engineer, QA Automation",https//www.104.com.tw/job/4mn8s?jobsource=jolist_d_relevance
博士後研究員(電機、資訊、資管專長),https//www.104.com.tw/job/6v082?jobsource=jolist_d_relevance
維保工程師,https//www.104.com.tw/job/7rfm1?jobsource=jolist_d_relevance
工務行政（雲林麥寮）,https//www.104.com.tw/job/7pkol?jobsource=jolist_d_relevance
【不動產經紀人員】(台南)房屋仲介/新鮮人大學畢無工作經驗首選,https//www.104.com.tw/job/7bj0d?jobsource=jolist_d_relevance
【不動產經紀人員】(彰化市)房屋仲介/30天工作體驗/不適應離職再領5萬轉職金,https//www.104.com.tw/job/7biys?jobsource=jolist_d_relevance
技術諮詢顧問-(台北),https//www.104.com.tw/job/7xaoo?jobsource=jolist_d_relevance
(Senior) AI Researcher -NLP / Time series data analysis,https//www.104.com.tw/job/7ylw7?jobsource=jolist_d_relevance
Senior SRE Engineer (DevOps),https//www.104.com.tw/job/6x70p?jobsource=jolist_d_relevance
專任與兼任(在學)研究助理(研發替代役可)－楊得年老師實驗室,https//www.104.com.tw/job/6dyzd?jobsource=jolist_d_relevance
Account Manager (Thailand),https//www.104.com.tw/job/5puka?jobsource=jolist_d_relevance
